file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	raw	P99	285	0.019112	0.038893	0.053492	0.053492	0.961404	0.016916
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	binning	P999	285	0.018159	0.038893	0.053492	0.053492	0.964912	0.016899
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	raw	P999	285	0.018159	0.038893	0.053492	0.053492	0.964912	0.016899
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	binning	P1	285	0.005445	0.033495	0.044403	0.044403	1.000000	0.005864
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	raw	P1	285	0.005445	0.033495	0.044403	0.044403	1.000000	0.005864
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	binning	P50	285	0.022718	0.039180	0.044403	0.044403	1.000000	0.013563
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	raw	P50	285	0.024707	0.960707	0.980659	0.981011	0.845614	-0.096236
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	binning	P75	285	0.024707	0.044403	0.044403	0.044403	1.000000	0.017612
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	raw	P75	285	0.031442	0.054397	0.817823	0.912966	0.936842	-0.003790
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	binning	P90	285	0.023663	0.044403	0.044403	0.044403	1.000000	0.021297
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	raw	P90	285	0.024672	0.044403	0.477799	0.899860	0.975439	0.012030
